WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
524,LKA,PCPI,Sri Lanka,"Inflation, average consumer prices",Index,Units,2.898,3.419,3.789,4.319,5.037,5.112,5.52,5.946,6.777,7.561,9.187,10.306,11.479,12.828,13.912,14.979,17.367,19.028,20.811,21.787,23.133,26.408,28.93,31.525,34.367,38.15,41.942,48.608,59.475,61.558,65.383,69.783,75.05,80.217,82.45,84.283,87.642,93.408,97.4,101.592,106.233,112.558,163.45,191.833,194.217,2022
524,LKA,PCPIPCH,Sri Lanka,"Inflation, average consumer prices",Percent change,Units,26.145,17.969,10.826,13.964,16.638,1.481,7.976,7.717,13.992,11.568,21.495,12.186,11.383,11.747,8.448,7.675,15.937,9.565,9.371,4.692,6.176,14.158,9.551,8.969,9.014,11.009,9.939,15.895,22.356,3.503,6.214,6.73,7.547,6.884,2.784,2.224,3.985,6.58,4.273,4.304,4.569,5.954,45.214,17.365,1.242,2022
524,LKA,PCPIE,Sri Lanka,"Inflation, end of period consumer prices",Index,Units,2.972,3.515,3.704,4.498,4.925,4.998,5.451,6.006,6.908,7.952,9.512,10.369,11.802,13.02,13.568,15.13,17.672,19.57,20.299,21.108,23.395,25.926,28.853,32.368,36.6,39.4,44.7,53,60.4,63.5,67.8,71.1,77.7,81.3,82.4,86.2,90,96.4,99.1,103.4,107.667,118.333,187.733,193.3,190.333,2022
524,LKA,PCPIEPCH,Sri Lanka,"Inflation, end of period consumer prices",Percent change,Units,24.672,18.27,5.388,21.435,9.482,1.482,9.074,10.167,15.03,15.103,19.622,9.015,13.815,10.32,4.21,11.512,16.801,10.741,3.724,3.984,10.837,10.817,11.289,12.182,13.075,7.65,13.452,18.568,13.962,5.132,6.772,4.867,9.283,4.633,1.353,4.612,4.408,7.111,2.801,4.339,4.126,9.907,58.648,2.965,-1.535,2022
361,KNA,PCPI,St. Kitts and Nevis,"Inflation, average consumer prices",Index,Units,38.613,41.918,44.422,45.413,46.652,47.895,47.881,48.33,48.441,50.928,53.067,55.296,56.865,57.883,58.709,60.471,61.709,67.063,69.533,71.863,73.38,74.948,76.506,78.241,80.001,82.7,89.719,93.74,98.708,100.739,101.597,107.525,108.403,109.603,109.874,107.345,106.607,107.348,106.236,105.885,104.638,105.9,108.726,112.593,113.768,2023
361,KNA,PCPIPCH,St. Kitts and Nevis,"Inflation, average consumer prices",Percent change,Units,19.332,8.559,5.975,2.23,2.727,2.666,-0.029,0.937,0.23,5.133,4.2,4.201,2.837,1.791,1.427,3,2.048,8.675,3.684,3.351,2.11,2.138,2.078,2.268,2.25,3.374,8.487,4.481,5.3,2.058,0.851,5.835,0.816,1.107,0.248,-2.302,-0.688,0.696,-1.036,-0.331,-1.177,1.206,2.669,3.557,1.044,2023
361,KNA,PCPIE,St. Kitts and Nevis,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,52.084,54.009,56.484,57.309,58.107,58.877,60.389,62.287,69.354,69.959,71.444,73.671,75.587,76.984,79.212,80.556,85.422,92.19,94.819,100.963,102.157,106.54,108.71,109.26,109.93,109.33,106.71,106.74,107.547,106.741,105.848,104.6,106.62,110.73,112.49,113.662,2023
361,KNA,PCPIEPCH,St. Kitts and Nevis,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.696,4.582,1.461,1.392,1.325,2.569,3.142,11.347,0.872,2.123,3.118,2.6,1.849,2.893,1.697,6.041,7.922,2.852,6.479,1.183,4.291,2.037,0.506,0.613,-0.546,-2.396,0.028,0.756,-0.749,-0.837,-1.179,1.931,3.855,1.589,1.041,2023
362,LCA,PCPI,St. Lucia,"Inflation, average consumer prices",Index,Units,39.645,45.641,47.747,48.45,49.443,49.691,50.772,54.345,54.796,57.204,59.682,62.987,66.553,67.069,68.856,72.892,73.566,73.562,75.918,77.751,81.52,85.819,85.599,86.485,87.748,91.179,94.429,97.095,102.483,102.323,105.648,108.574,113.11,114.771,118.808,117.639,114.018,114.136,117.053,117.684,115.618,118.404,125.95,131.085,130.497,2022
362,LCA,PCPIPCH,St. Lucia,"Inflation, average consumer prices",Percent change,Units,19.367,15.125,4.614,1.473,2.049,0.503,2.174,7.039,0.829,4.395,4.331,5.539,5.661,0.775,2.664,5.863,0.925,-0.006,3.202,2.415,4.848,5.273,-0.256,1.034,1.46,3.911,3.564,2.823,5.55,-0.157,3.25,2.769,4.178,1.469,3.517,-0.984,-3.078,0.104,2.555,0.539,-1.755,2.41,6.373,4.077,-0.448,2022
362,LCA,PCPIE,St. Lucia,"Inflation, end of period consumer prices",Index,Units,43.467,47.58,47.843,48.477,49.22,49.708,51.949,54.581,55.458,57.554,61.014,64.864,66.91,67.398,71.345,74.659,72.953,74.366,77.047,78.587,84.003,86.501,85.916,86.355,89.376,94.006,94.64,101.07,104.51,101.28,105.56,110.61,116.15,115.283,119.513,116.401,113.103,115.341,117.844,117.016,116.587,121.423,129.801,132.491,129.435,2022
362,LCA,PCPIEPCH,St. Lucia,"Inflation, end of period consumer prices",Percent change,Units,21.45,9.463,0.553,1.324,1.534,0.99,4.51,5.066,1.607,3.779,6.012,6.31,3.156,0.728,5.857,4.645,-2.285,1.937,3.604,1.999,6.892,2.974,-0.676,0.51,3.499,5.18,0.675,6.794,3.404,-3.091,4.226,4.784,5.009,-0.746,3.67,-2.604,-2.834,1.979,2.17,-0.703,-0.367,4.148,6.901,2.072,-2.307,2022
364,VCT,PCPI,St. Vincent and the Grenadines,"Inflation, average consumer prices",Index,Units,36.675,43.075,46.189,48.71,50.026,51.066,51.655,53.173,53.332,54.742,58.711,62.188,64.554,67.304,67.57,69.186,72.239,72.599,74.127,74.877,75.022,76.43,77.001,77.098,79.297,82.03,84.505,90.415,99.568,99.939,100.7,103.908,106.608,107.467,107.675,105.817,105.65,107.925,110.433,111.433,110.758,112.483,118.85,124.275,128.742,2023
364,VCT,PCPIPCH,St. Vincent and the Grenadines,"Inflation, average consumer prices",Percent change,Units,17.207,17.45,7.228,5.458,2.702,2.079,1.154,2.939,0.298,2.645,7.25,5.922,3.805,4.26,0.395,2.391,4.413,0.499,2.105,1.013,0.193,1.876,0.748,0.125,2.853,3.446,3.017,6.995,10.123,0.373,0.761,3.186,2.598,0.805,0.194,-1.726,-0.158,2.153,2.324,0.906,-0.606,1.557,5.66,4.565,3.594,2023
364,VCT,PCPIE,St. Vincent and the Grenadines,"Inflation, end of period consumer prices",Index,Units,39.933,45.111,47.292,49.715,50.765,51.411,51.694,53.471,54.602,56.5,61.669,63.083,65.021,67.969,67.969,70.392,72.937,73.542,75.966,74.592,75.642,76.78,76.435,78.567,79.557,82.66,86.636,93.861,102.665,100.396,101.3,106.1,107.2,107.2,107.3,105.1,106.1,109.3,110.8,111.3,110.2,114,121.6,126.5,129.1,2023
364,VCT,PCPIEPCH,St. Vincent and the Grenadines,"Inflation, end of period consumer prices",Percent change,Units,18.889,12.966,4.834,5.124,2.112,1.273,0.55,3.438,2.115,3.476,9.149,2.292,3.073,4.534,0,3.565,3.614,0.831,3.295,-1.808,1.408,1.504,-0.45,2.79,1.26,3.9,4.81,8.34,9.38,-2.21,0.9,4.738,1.037,0,0.093,-2.05,0.951,3.016,1.372,0.451,-0.988,3.448,6.667,4.03,2.055,2023
732,SDN,PCPI,Sudan,"Inflation, average consumer prices",Index,Units,0.016,0.019,0.025,0.032,0.043,0.062,0.1,0.126,0.206,0.34,0.337,0.754,1.64,3.301,7.113,11.977,22.368,32.919,41.024,48.067,51.489,52.486,64.151,68.314,74.911,81.283,87.135,99.991,114.287,127.152,143.653,169.649,229.975,313.967,429.842,502.526,591.726,783.159,"1,278.84","1,930.97","5,083.45","23,337.70","55,732.39","98,784.87","2,73,415.96",2022
732,SDN,PCPIPCH,Sudan,"Inflation, average consumer prices",Percent change,Units,26.531,24.019,26.608,30.566,33.659,45.625,59.996,26.512,62.864,65.338,-0.874,123.578,117.624,101.305,115.478,68.375,86.764,47.169,24.622,17.166,7.121,1.935,22.225,6.489,9.658,8.506,7.199,14.754,14.297,11.257,12.978,18.097,35.559,36.522,36.907,16.91,17.75,32.352,63.293,50.994,163.258,359.092,138.808,77.249,176.779,2022
732,SDN,PCPIE,Sudan,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.404,0.799,2,4.371,8.988,15.351,28.494,37.119,46.903,50.639,51.556,53.72,65.937,71.38,76.565,80.811,93.616,101.78,116.939,132.663,153.029,181.944,262.793,372.91,468.628,527.589,688.369,861.501,"1,489.84","2,339.21","8,639.50","36,131.06","67,680.35","1,44,361.23","3,62,505.26",2022
732,SDN,PCPIEPCH,Sudan,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,97.821,150.261,118.612,105.616,70.799,85.612,30.269,26.359,7.966,1.81,4.198,22.742,8.256,7.264,5.545,15.845,8.721,14.893,13.447,15.352,18.895,44.436,41.903,25.668,12.582,30.474,25.151,72.935,57.011,269.334,318.208,87.319,113.299,151.11,2022
366,SUR,PCPI,Suriname,"Inflation, average consumer prices",Index,Units,0.227,0.246,0.264,0.275,0.285,0.316,0.375,0.576,0.618,0.623,0.759,0.838,1.017,1.823,4.426,5.496,5.652,5.995,6.67,10.707,13.872,18.639,21.531,26.483,28.9,32.94,36.656,39.012,44.734,44.599,47.698,56.133,58.945,60.075,62.108,66.391,103.238,125.975,134.717,140.633,189.7,301.85,460.164,697.529,810.709,2023
366,SUR,PCPIPCH,Suriname,"Inflation, average consumer prices",Percent change,Units,14.151,8.678,7.119,4.374,3.688,10.852,18.664,53.418,7.34,0.758,21.766,10.488,21.311,79.263,142.841,24.162,2.84,6.081,11.248,60.526,29.557,34.366,15.516,23.001,9.126,13.981,11.281,6.426,14.667,-0.3,6.948,17.684,5.009,1.916,3.384,6.896,55.501,22.024,6.939,4.392,34.89,59.12,52.448,51.583,16.226,2023
366,SUR,PCPIE,Suriname,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.823,0.939,1.249,2.987,10.627,5.386,5.61,6.564,7.54,12.96,18.751,18.916,24.286,27.456,29.945,35.957,37.665,40.804,44.63,45.21,49.867,57.447,59.917,60.276,62.627,78.346,119.4,130.5,137.6,143.4,230.5,370.4,572.563,759.317,835.956,2023
366,SUR,PCPIEPCH,Suriname,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.04,33.025,139.138,255.846,-49.322,4.169,16.996,14.867,71.896,44.678,0.878,28.39,13.055,9.065,20.075,4.752,8.333,9.376,1.3,10.3,15.2,4.3,0.6,3.9,25.1,52.4,9.296,5.441,4.215,60.739,60.694,54.58,32.617,10.093,2023
144,SWE,PCPI,Sweden,"Inflation, average consumer prices",Index,Units,29.799,33.407,36.273,39.504,42.672,45.816,47.756,49.772,52.658,56.047,61.915,67.359,68.287,71.489,73.569,75.383,76.152,77.536,78.318,78.765,79.785,81.924,83.51,85.446,86.317,87.038,88.343,89.827,92.834,94.633,96.431,97.743,98.659,99.095,99.302,100,101.14,103.029,105.125,106.935,107.642,110.496,119.399,126.454,128.988,2024
144,SWE,PCPIPCH,Sweden,"Inflation, average consumer prices",Percent change,Units,17.452,12.108,8.578,8.907,8.021,7.367,4.233,4.222,5.798,6.437,10.47,8.792,1.378,4.689,2.91,2.465,1.02,1.818,1.008,0.57,1.295,2.681,1.936,2.318,1.019,0.835,1.5,1.679,3.347,1.938,1.9,1.36,0.937,0.442,0.209,0.703,1.14,1.867,2.035,1.722,0.661,2.652,8.057,5.909,2.004,2024
144,SWE,PCPIE,Sweden,"Inflation, end of period consumer prices",Index,Units,31.471,34.344,37.394,40.697,43.785,46.6,48.292,50.828,53.831,57.335,63.741,68.199,68.562,72.074,73.975,75.686,76.045,78.051,78.105,78.865,80.052,82.484,83.799,85.401,86.365,87.318,88.544,90.574,92.988,95.152,96.842,97.651,98.601,98.85,99.156,100,101.416,103.213,105.506,107.32,107.762,111.984,123.451,127.189,129.415,2024
144,SWE,PCPIEPCH,Sweden,"Inflation, end of period consumer prices",Percent change,Units,14.074,9.131,8.88,8.834,7.586,6.429,3.631,5.253,5.907,6.511,11.172,6.995,0.532,5.124,2.637,2.313,0.474,2.639,0.068,0.974,1.504,3.038,1.595,1.911,1.128,1.104,1.404,2.292,2.665,2.327,1.777,0.835,0.973,0.253,0.309,0.851,1.416,1.772,2.221,1.719,0.412,3.918,10.239,3.028,1.75,2024
146,CHE,PCPI,Switzerland,"Inflation, average consumer prices",Index,Units,55.109,58.683,62.011,63.841,65.715,67.967,68.472,69.455,70.755,72.987,76.931,81.439,84.727,87.516,88.261,89.848,90.576,91.045,91.062,91.798,93.231,94.154,94.758,95.361,96.124,97.252,98.286,99.008,101.412,100.926,101.62,101.852,101.146,100.927,100.915,99.763,99.33,99.861,100.795,101.161,100.428,101.014,103.877,106.095,107.219,2024
146,CHE,PCPIPCH,Switzerland,"Inflation, average consumer prices",Percent change,Units,4.022,6.486,5.671,2.95,2.937,3.427,0.743,1.435,1.872,3.154,5.404,5.859,4.037,3.293,0.851,1.798,0.81,0.518,0.019,0.808,1.561,0.991,0.641,0.636,0.801,1.173,1.064,0.735,2.428,-0.48,0.688,0.228,-0.693,-0.216,-0.012,-1.142,-0.434,0.535,0.935,0.363,-0.724,0.583,2.834,2.135,1.06,2024
146,CHE,PCPIE,Switzerland,"Inflation, end of period consumer prices",Index,Units,56.44,60.148,63.411,64.739,66.605,68.728,68.741,70.023,71.402,75.001,78.994,83.146,86.018,88.155,88.522,90.217,90.895,91.211,91.034,92.53,93.908,94.219,95.049,95.581,96.813,97.758,98.372,100.362,101.083,101.382,101.925,101.325,100.885,100.969,100.66,99.377,99.399,100.266,100.988,101.179,100.394,101.978,104.921,106.757,107.447,2024
146,CHE,PCPIEPCH,Switzerland,"Inflation, end of period consumer prices",Percent change,Units,4.426,6.57,5.424,2.095,2.882,3.188,0.018,1.865,1.97,5.04,5.323,5.256,3.454,2.485,0.416,1.915,0.752,0.348,-0.194,1.643,1.489,0.332,0.88,0.56,1.289,0.975,0.629,2.022,0.719,0.296,0.535,-0.588,-0.435,0.083,-0.305,-1.275,0.023,0.872,0.72,0.189,-0.777,1.578,2.885,1.75,0.646,2024
463,SYR,PCPI,Syria,"Inflation, average consumer prices",Index,Units,8.095,9.584,10.952,11.608,12.705,14.841,20.212,34.649,45.044,51.974,57.749,62.946,69.933,79.165,91.299,98.349,107.074,109.097,108.057,104.058,100,103.401,102.866,108.829,113.653,121.882,134.546,140.839,162.179,166.726,174.059,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2011
463,SYR,PCPIPCH,Syria,"Inflation, average consumer prices",Percent change,Units,19.332,18.4,14.274,5.987,9.453,16.818,36.187,71.429,30,15.385,11.111,9,11.1,13.2,15.328,7.722,8.872,1.889,-0.953,-3.7,-3.9,3.401,-0.518,5.797,4.433,7.24,10.39,4.677,15.153,2.804,4.398,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2011
463,SYR,PCPIE,Syria,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,59.743,65.462,70.851,83.142,94.825,103.683,108.788,110.534,108.057,104.058,100,108.453,107.895,113.098,124.405,130.528,139.289,145.939,168.404,171.304,182.132,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2011
463,SYR,PCPIEPCH,Syria,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.572,8.232,17.349,14.051,9.341,4.923,1.605,-2.241,-3.7,-3.9,8.453,-0.515,4.823,9.997,4.921,6.712,4.774,15.393,1.722,6.321,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2011
528,TWN,PCPI,Taiwan Province of China,"Inflation, average consumer prices",Index,Units,49.34,54.7,56.315,57.087,57.069,56.977,57.375,57.668,58.411,60.99,63.508,65.809,68.746,70.77,73.67,76.371,78.721,79.433,80.771,80.913,81.923,81.92,81.759,81.529,82.84,84.753,85.261,86.793,89.857,89.071,89.931,91.209,92.974,93.711,94.83,94.54,95.857,96.453,97.755,98.302,98.068,100,102.947,105.513,107.813,2024
528,TWN,PCPIPCH,Taiwan Province of China,"Inflation, average consumer prices",Percent change,Units,19.023,10.863,2.952,1.37,-0.031,-0.162,0.699,0.51,1.289,4.416,4.129,3.623,4.462,2.944,4.098,3.666,3.077,0.905,1.684,0.175,1.248,-0.003,-0.196,-0.281,1.608,2.309,0.6,1.796,3.53,-0.875,0.966,1.421,1.935,0.792,1.194,-0.306,1.393,0.622,1.35,0.559,-0.238,1.971,2.947,2.492,2.181,2024
528,TWN,PCPIE,Taiwan Province of China,"Inflation, end of period consumer prices",Index,Units,53.55,55.26,56.6,55.93,56.85,56.11,57.58,58.69,59.34,61.2,63.99,66.48,68.75,71.93,73.84,77.21,79.16,79.37,81.05,81.17,82.5,81.11,81.74,81.69,83.01,84.84,85.42,88.26,89.38,89.16,90.26,92.09,93.58,93.89,94.46,94.58,96.18,97.35,97.29,98.41,98.45,101.04,103.78,106.58,109.021,2024
528,TWN,PCPIEPCH,Taiwan Province of China,"Inflation, end of period consumer prices",Percent change,Units,22.037,3.193,2.425,-1.184,1.645,-1.302,2.62,1.928,1.108,3.134,4.559,3.891,3.415,4.625,2.655,4.564,2.526,0.265,2.117,0.148,1.639,-1.685,0.777,-0.061,1.616,2.205,0.684,3.325,1.269,-0.246,1.234,2.027,1.618,0.331,0.607,0.127,1.692,1.216,-0.062,1.151,0.041,2.631,2.712,2.698,2.29,2024
923,TJK,PCPI,Tajikistan,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.012,0.32,1.44,10.262,53.204,100,143.175,182.479,242.425,335.981,377.062,438.733,470.347,504.572,554.874,627.941,756.222,804.766,856.776,963.205,"1,019.03","1,070.34","1,135.38","1,201.02","1,272.04","1,365.03","1,417.48","1,527.91","1,659.01","1,807.88","1,927.95","1,998.36","2,068.40",2023
923,TJK,PCPIPCH,Tajikistan,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,600.72",350.358,612.481,418.472,87.956,43.175,27.452,32.851,38.592,12.227,16.356,7.206,7.277,9.969,13.168,20.429,6.419,6.463,12.422,5.796,5.035,6.077,5.781,5.914,7.31,3.843,7.79,8.58,8.974,6.641,3.652,3.505,2023
923,TJK,PCPIE,Tajikistan,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.016,1.19,1.203,26.996,37.942,100,102.725,133.689,214.742,241.54,276.494,314.459,332.483,356.172,400.743,480.274,537.22,563.625,618.884,676.533,720.129,746.828,801.95,842.702,893.83,953.34,"1,004.66","1,085.51","1,187.84","1,283.37","1,337.71","1,388.96","1,439.97",2023
923,TJK,PCPIEPCH,Tajikistan,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"7,344.00",1.075,"2,144.25",40.546,163.562,2.725,30.142,60.628,12.479,14.471,13.731,5.732,7.125,12.514,19.846,11.857,4.915,9.804,9.315,6.444,3.707,7.381,5.082,6.067,6.658,5.383,8.047,9.427,8.042,4.234,3.831,3.672,2023
738,TZA,PCPI,Tanzania,"Inflation, average consumer prices",Index,Units,1.145,1.439,1.855,2.358,3.209,4.278,5.664,7.357,9.652,12.143,16.563,20.736,25.029,31.561,43.523,55.174,66.788,77.566,87.478,94.379,100,105.147,109.937,114.806,119.558,124.769,133.816,143.22,157.938,177.118,189.855,213.95,248.184,267.715,284.132,300.011,315.52,332.304,343.963,355.822,367.525,381.086,397.665,412.773,426.161,2023
738,TZA,PCPIPCH,Tanzania,"Inflation, average consumer prices",Percent change,Units,30.2,25.7,28.9,27.1,36.1,33.3,32.4,29.9,31.2,25.8,36.4,25.2,20.7,26.1,37.9,26.77,21.049,16.138,12.778,7.889,5.956,5.147,4.555,4.429,4.138,4.359,7.251,7.028,10.276,12.144,7.192,12.691,16.001,7.87,6.132,5.588,5.17,5.319,3.509,3.448,3.289,3.69,4.35,3.799,3.243,2023
738,TZA,PCPIE,Tanzania,"Inflation, end of period consumer prices",Index,Units,1.212,1.531,1.889,2.54,3.241,4.511,5.797,7.67,10.031,13.728,16.284,22.433,27.085,34.156,47.125,59.741,69.029,79.627,88.593,94.761,100,104.854,109.472,114.467,119.163,125.1,133.431,142,161.133,180.833,190.874,228.58,256.15,270.395,283.246,302.586,317.862,330.453,341.194,354.329,365.505,380.709,399.179,411.262,426.451,2023
738,TZA,PCPIEPCH,Tanzania,"Inflation, end of period consumer prices",Percent change,Units,n/a,26.29,23.404,34.483,27.564,39.196,28.52,32.303,30.786,36.851,18.624,37.76,20.736,26.108,37.972,26.771,15.546,15.353,11.26,6.962,5.529,4.854,4.404,4.563,4.102,4.982,6.659,6.423,13.474,12.226,5.553,19.754,12.062,5.561,4.752,6.828,5.049,3.961,3.25,3.85,3.154,4.16,4.851,3.027,3.693,2023
578,THA,PCPI,Thailand,"Inflation, average consumer prices",Index,Units,26.504,29.868,31.437,32.653,32.936,33.679,34.3,35.18,36.502,38.498,40.746,43.105,44.836,46.352,48.695,51.518,54.518,57.587,62.171,62.319,63.377,64.398,64.823,66.001,67.855,70.886,74.228,75.833,79.993,79.298,81.915,85.037,87.596,89.511,91.207,90.388,90.556,91.158,92.13,92.78,91.995,93.128,98.786,100,100.398,2024
578,THA,PCPIPCH,Thailand,"Inflation, average consumer prices",Percent change,Units,19.7,12.693,5.251,3.868,0.868,2.257,1.843,2.566,3.757,5.468,5.84,5.79,4.015,3.381,5.056,5.796,5.825,5.628,7.96,0.239,1.697,1.612,0.659,1.818,2.809,4.467,4.714,2.163,5.486,-0.869,3.3,3.811,3.009,2.186,1.895,-0.898,0.186,0.664,1.067,0.706,-0.846,1.231,6.076,1.229,0.398,2024
578,THA,PCPIE,Thailand,"Inflation, end of period consumer prices",Index,Units,30.6,34.3,35.2,36.6,36.3,37.6,38.3,39.7,40.9,43.5,41.84,43.79,45.18,47.13,49.36,53.07,55.58,59.75,62.35,62.72,63.74,64.11,65.13,66.34,68.29,72.18,74.88,77.1,77.47,80.16,82.64,85.56,88.66,90.15,90.69,89.91,90.92,91.62,91.95,92.75,92.5,94.51,100.08,99.24,100.47,2024
578,THA,PCPIEPCH,Thailand,"Inflation, end of period consumer prices",Percent change,Units,n/a,12.092,2.624,3.977,-0.82,3.581,1.862,3.655,3.023,6.357,-3.816,4.661,3.174,4.316,4.732,7.516,4.73,7.503,4.351,0.593,1.626,0.58,1.591,1.858,2.939,5.696,3.741,2.965,0.48,3.472,3.094,3.533,3.623,1.681,0.599,-0.86,1.123,0.77,0.36,0.87,-0.27,2.173,5.894,-0.839,1.239,2024
537,TLS,PCPI,Timor-Leste,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,45.362,46.99,48.911,52.832,54,54.87,57.741,62.729,67.388,67.247,70.729,80.047,88.8,97.192,98.017,98.65,97.2,97.708,99.95,100.842,101.333,105.158,112.525,122,124.517,2024
537,TLS,PCPIPCH,Timor-Leste,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.589,4.087,8.017,2.21,1.612,5.232,8.639,7.427,-0.209,5.178,13.174,10.935,9.451,0.849,0.646,-1.47,0.523,2.294,0.892,0.488,3.775,7.005,8.42,2.063,2024
537,TLS,PCPIE,Timor-Leste,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,45.861,48.627,51.376,54.192,55.564,56.137,59.867,64.458,68.474,69.144,74.691,86.262,94.2,98,98.3,97.7,97.7,98.3,100.4,100.7,101.9,107.3,114.7,124.7,124.2,2024
537,TLS,PCPIEPCH,Timor-Leste,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.03,5.654,5.48,2.532,1.033,6.644,7.668,6.231,0.978,8.022,15.493,9.202,4.034,0.306,-0.61,0,0.614,2.136,0.299,1.192,5.299,6.897,8.718,-0.401,2024
742,TGO,PCPI,Togo,"Inflation, average consumer prices",Index,Units,27.627,33.074,36.755,40.193,38.776,38.072,39.643,39.664,39.604,39.228,39.671,39.765,40.41,40.374,54.61,63.236,66.143,69.653,70.333,70.295,71.397,75.019,77.067,76.349,76.866,80.937,81.813,82.167,88.485,92.084,92.279,95.562,98.084,99.813,100,101.79,102.663,102.441,103.392,104.102,106.008,110.83,119.27,125.592,129.736,2024
742,TGO,PCPIPCH,Togo,"Inflation, average consumer prices",Percent change,Units,12.32,19.716,11.13,9.355,-3.527,-1.815,4.125,0.054,-0.151,-0.951,1.13,0.238,1.622,-0.089,35.259,15.797,4.596,5.307,0.975,-0.053,1.567,5.074,2.73,-0.932,0.677,5.295,1.082,0.433,7.69,4.067,0.212,3.558,2.639,1.763,0.187,1.79,0.857,-0.215,0.928,0.687,1.831,4.548,7.616,5.3,3.3,2024
742,TGO,PCPIE,Togo,"Inflation, end of period consumer prices",Index,Units,29.816,33.085,38.578,38.511,37.305,39.011,39.559,39.361,39.634,38.452,39.042,41.008,40.143,41.086,61.012,64.912,68.097,70.162,69.186,72.307,71.417,76.103,77.226,75.933,78.717,81.532,82.061,84.553,91.908,93.519,94.974,96.362,99.165,98.665,100.472,102.103,102.551,101.853,103.879,103.538,107.2,113.8,122.581,125.784,128.5,2024
742,TGO,PCPIEPCH,Togo,"Inflation, end of period consumer prices",Percent change,Units,n/a,10.966,16.601,-0.173,-3.132,4.573,1.403,-0.498,0.691,-2.981,1.534,5.035,-2.109,2.351,48.498,6.393,4.906,3.032,-1.391,4.511,-1.231,6.561,1.476,-1.675,3.667,3.575,0.649,3.038,8.698,1.753,1.556,1.461,2.909,-0.504,1.831,1.624,0.438,-0.68,1.989,-0.329,3.537,6.157,7.716,2.613,2.159,2024
866,TON,PCPI,Tonga,"Inflation, average consumer prices",Index,Units,8.729,10.029,11.121,12.203,13.168,13.853,17.99,19.375,21.376,22.224,23.476,26.744,29.043,29.569,30.728,30.581,31.399,31.577,32.482,33.757,35.421,37.99,41.784,46.242,51.68,56.839,60.958,64.03,70.188,74.034,75.274,79.805,82.426,82.983,84.88,84.926,84.399,90.476,96.612,99.786,100.208,101.625,110.283,121.506,127.201,2024
