WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
642,GNQ,PCPI,Equatorial Guinea,"Inflation, average consumer prices",Index,Units,5.742,6.701,9.264,14.828,23.654,43.522,35.845,31.123,31.908,33.843,34.155,32.985,31.574,33.295,43.897,52.62,55.009,56.669,61.166,61.394,64.363,69.988,75.294,80.808,84.232,88.981,92.954,95.555,100,105.71,111.362,116.706,120.724,124.561,129.913,132.114,133.961,134.96,136.776,138.478,145.078,144.942,151.999,155.815,160.742,2023
642,GNQ,PCPIPCH,Equatorial Guinea,"Inflation, average consumer prices",Percent change,Units,--,16.7,38.256,60.058,59.518,83.999,-17.64,-13.174,2.524,6.064,0.922,-3.425,-4.279,5.452,31.841,19.872,4.541,3.017,7.936,0.372,4.836,8.739,7.582,7.324,4.237,5.637,4.465,2.798,4.652,5.71,5.346,4.799,3.442,3.179,4.296,1.695,1.398,0.746,1.346,1.244,4.766,-0.094,4.869,2.51,3.162,2023
642,GNQ,PCPIE,Equatorial Guinea,"Inflation, end of period consumer prices",Index,Units,5.802,6.771,9.362,14.984,23.902,38.564,33.353,34.395,34.279,31.47,33.668,33.645,34.593,33.645,48.363,54.02,54.019,56.032,59.723,60.394,64.39,72.233,76.711,81.209,85.346,88.046,91.398,94.813,100,104.997,110.697,116.143,119.121,124.917,128.133,130.187,132.791,132.492,135.923,141.773,140.868,144.919,152.195,158.1,163.5,2023
642,GNQ,PCPIEPCH,Equatorial Guinea,"Inflation, end of period consumer prices",Percent change,Units,n/a,16.7,38.256,60.058,59.518,61.34,-13.514,3.125,-0.337,-8.196,6.985,-0.069,2.82,-2.742,43.746,11.698,-0.003,3.727,6.587,1.124,6.616,12.181,6.2,5.863,5.095,3.163,3.807,3.737,5.47,4.997,5.429,4.919,2.564,4.866,2.575,1.603,2,-0.225,2.59,4.304,-0.638,2.875,5.02,3.88,3.416,2023
643,ERI,PCPI,Eritrea,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19.995,20.953,23.707,26.548,29.279,30.374,33.249,36.041,43.23,49.553,57.916,71.045,88.884,100,107.707,117.841,143.964,192.698,212.54,225.051,238.633,253.604,274.805,353.078,333.387,289.028,247.405,250.622,n/a,n/a,n/a,n/a,n/a,2019
643,ERI,PCPIPCH,Eritrea,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.787,13.147,11.983,10.288,3.739,9.467,8.397,19.947,14.625,16.877,22.669,25.111,12.506,7.707,9.409,22.168,33.852,10.297,5.887,6.035,6.274,8.36,28.483,-5.577,-13.306,-14.401,1.3,n/a,n/a,n/a,n/a,n/a,2019
643,ERI,PCPIE,Eritrea,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19.612,21.695,23.276,26.14,27.057,29.15,31.78,35.156,44.591,48.046,59.489,71.891,84.388,100,108.752,124.941,170.558,202.904,212.428,228.803,243.92,268.152,271.75,409.88,319.54,261.5,184.94,195.297,n/a,n/a,n/a,n/a,n/a,2019
643,ERI,PCPIEPCH,Eritrea,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.619,7.289,12.302,3.509,7.736,9.02,10.625,26.835,7.749,23.818,20.848,17.383,18.5,8.752,14.886,36.511,18.965,4.694,7.708,6.607,9.935,1.342,50.83,-22.041,-18.164,-29.277,5.6,n/a,n/a,n/a,n/a,n/a,2019
939,EST,PCPI,Estonia,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.035,29.583,38.163,45.697,49.952,54.338,56.022,58.224,61.5,63.707,64.59,66.553,69.293,72.372,77.253,85.447,85.617,87.963,92.432,96.332,99.459,99.933,100,100.8,104.48,108.045,110.496,109.795,114.722,137.032,149.523,155.106,2024
939,EST,PCPIPCH,Estonia,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,47.656,29.003,19.742,9.311,8.782,3.098,3.932,5.626,3.588,1.387,3.038,4.117,4.444,6.745,10.606,0.199,2.741,5.08,4.219,3.247,0.476,0.068,0.8,3.651,3.412,2.268,-0.634,4.487,19.447,9.116,3.733,2024
939,EST,PCPIE,Estonia,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32.265,41.58,46.96,52.11,54.78,56.79,59.65,62.16,63.84,64.6,67.7,70.18,73.76,80.94,87.04,85.41,90.04,93.72,97.13,99.12,99.18,99.01,101.34,105.15,108.64,110.59,109.62,122.81,144.3,150.45,156.328,2024
939,EST,PCPIEPCH,Estonia,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28.871,12.939,10.967,5.124,3.669,5.036,4.208,2.703,1.19,4.799,3.663,5.101,9.734,7.536,-1.873,5.421,4.087,3.638,2.049,0.061,-0.171,2.353,3.76,3.319,1.795,-0.877,12.032,17.499,4.262,3.907,2024
734,SWZ,PCPI,Eswatini,"Inflation, average consumer prices",Index,Units,10.884,13.067,14.479,16.154,18.245,21.978,24.997,28.341,34.121,36.696,41.5,45.208,48.624,54.471,61.971,69.586,74.057,79.941,85.945,90.983,100,107.489,120.247,128.996,133.472,140.005,147.279,159.173,179.32,192.676,201.365,213.663,232.764,245.847,259.814,272.678,294.076,312.372,327.413,335.919,348.925,361.901,379.281,398.051,414.109,2023
734,SWZ,PCPIPCH,Eswatini,"Inflation, average consumer prices",Percent change,Units,18.2,20.056,10.807,11.568,12.94,20.463,13.737,13.377,20.395,7.546,13.092,8.934,7.558,12.023,13.769,12.289,6.425,7.945,7.51,5.862,9.911,7.489,11.869,7.276,3.47,4.895,5.195,8.076,12.657,7.448,4.509,6.107,8.94,5.621,5.681,4.951,7.847,6.221,4.815,2.598,3.872,3.719,4.802,4.949,4.034,2023
734,SWZ,PCPIE,Eswatini,"Inflation, end of period consumer prices",Index,Units,11.984,13.711,15.293,16.918,20.073,23.728,25.839,30.038,35.4,38.459,42.684,46.763,50.769,57.47,65.41,72.038,76.19,82.099,86.125,93.961,100,110.784,123.508,129.231,133.4,143.539,150.427,165.181,186.497,194.891,203.662,219.472,237.612,248.111,263.418,276.353,300.345,314.479,330.895,337.522,353.01,365.202,385.617,402.242,417.828,2023
734,SWZ,PCPIEPCH,Eswatini,"Inflation, end of period consumer prices",Percent change,Units,n/a,14.41,11.538,10.626,18.65,18.211,8.895,16.253,17.849,8.642,10.985,9.556,8.567,13.199,13.815,10.134,5.763,7.756,4.904,9.098,6.427,10.784,11.486,4.633,3.227,7.6,4.799,9.808,12.904,4.501,4.5,7.763,8.265,4.419,6.169,4.91,8.682,4.706,5.22,2.003,4.589,3.454,5.59,4.311,3.875,2023
644,ETH,PCPI,Ethiopia,"Inflation, average consumer prices",Index,Units,5.246,5.348,5.764,5.969,5.95,7.044,7.435,6.755,6.904,7.569,7.964,9.625,11.649,12.812,12.962,14.693,14.828,13.876,14.375,15.517,15.62,14.333,14.57,17.158,17.711,19.775,22.456,26.328,38.011,41.234,44.588,59.405,73.741,79.693,85.594,93.784,100,110.687,125.999,145.918,175.618,222.673,298.243,388.369,472.823,2023
644,ETH,PCPIPCH,Ethiopia,"Inflation, average consumer prices",Percent change,Units,12.437,1.937,7.774,3.569,-0.334,18.403,5.55,-9.146,2.206,9.633,5.206,20.869,21.019,9.99,1.166,13.354,0.919,-6.42,3.6,7.941,0.662,-8.238,1.654,17.762,3.221,11.656,13.558,17.245,44.371,8.479,8.134,33.232,24.132,8.071,7.404,9.569,6.628,10.687,13.833,15.81,20.354,26.794,33.938,30.219,21.746,2023
644,ETH,PCPIE,Ethiopia,"Inflation, end of period consumer prices",Index,Units,5.019,5.291,5.568,5.558,6.061,7.302,6.439,6.139,6.56,7.285,7.65,11.092,11.32,11.853,12.599,14.469,13.167,13.509,13.82,14.799,14.188,13.578,15.48,16.444,17.736,19.921,23.61,27.959,38.932,41.711,47.786,64.95,74.693,80.408,86.128,94.204,100,116.504,128.831,153.972,181.948,245.794,328.887,423.354,512.488,2023
644,ETH,PCPIEPCH,Ethiopia,"Inflation, end of period consumer prices",Percent change,Units,n/a,5.43,5.23,-0.18,9.05,20.47,-11.82,-4.66,6.87,11.05,5.005,44.996,2.053,4.714,6.293,14.835,-8.999,2.6,2.3,7.084,-4.123,-4.3,14.002,6.233,7.852,12.32,18.519,18.424,39.245,7.138,14.564,35.919,15,7.652,7.114,9.377,6.152,16.504,10.581,19.515,18.169,35.09,33.806,28.723,21.054,2023
819,FJI,PCPI,Fiji,"Inflation, average consumer prices",Index,Units,24.008,26.697,28.57,30.515,32.123,33.54,34.14,36.074,40.315,42.81,46.317,49.327,51.735,54.429,54.864,56.062,57.749,59.709,63.138,64.389,65.097,67.873,68.363,71.247,73.261,74.949,76.81,80.506,86.726,89.896,93.212,100,103.416,106.424,106.977,108.447,112.637,116.408,121.159,123.307,120.107,120.294,125.491,128.377,134.154,2024
819,FJI,PCPIPCH,Fiji,"Inflation, average consumer prices",Percent change,Units,14.464,11.2,7.014,6.807,5.271,4.41,1.79,5.664,11.758,6.189,8.191,6.497,4.883,5.207,0.8,2.183,3.01,3.393,5.743,1.983,1.099,4.264,0.722,4.22,2.827,2.303,2.483,4.811,7.726,3.655,3.689,7.282,3.416,2.909,0.519,1.375,3.863,3.348,4.081,1.773,-2.595,0.156,4.32,2.3,4.5,2024
819,FJI,PCPIE,Fiji,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,53.855,54.498,55.677,57.017,58.678,63.447,63.554,65.461,66.961,68.024,70.874,73.225,75.202,77.561,80.879,86.187,92.086,95.398,101.459,104.045,107.611,107.717,109.429,113.708,116.917,122.586,121.516,118.093,121.623,125.367,131.761,133.474,2024
819,FJI,PCPIEPCH,Fiji,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.194,2.163,2.406,2.914,8.128,0.169,3,2.291,1.588,4.19,3.317,2.7,3.137,4.278,6.563,6.843,3.597,6.353,2.548,3.427,0.099,1.589,3.91,2.822,4.849,-0.873,-2.817,2.989,3.078,5.1,1.3,2024
172,FIN,PCPI,Finland,"Inflation, average consumer prices",Index,Units,32.979,36.936,40.371,43.763,46.826,49.551,50.988,53.07,55.795,59.462,62.409,65.246,67.369,69.61,70.733,71.015,71.77,72.643,73.623,74.588,76.789,78.836,80.418,81.456,81.576,82.208,83.256,84.574,87.886,89.322,90.828,93.847,96.814,98.959,100.156,100,100.389,101.232,102.415,103.579,103.976,106.124,113.735,118.672,119.828,2024
172,FIN,PCPIPCH,Finland,"Inflation, average consumer prices",Percent change,Units,11.602,12,9.3,8.4,7,5.82,2.9,4.082,5.135,6.572,4.957,4.545,3.254,3.326,1.614,0.398,1.063,1.217,1.349,1.31,2.952,2.665,2.007,1.29,0.147,0.774,1.275,1.583,3.916,1.634,1.686,3.324,3.162,2.216,1.209,-0.156,0.389,0.839,1.169,1.137,0.383,2.066,7.172,4.34,0.975,2024
172,FIN,PCPIE,Finland,"Inflation, end of period consumer prices",Index,Units,35.287,38.78,42.223,45.819,48.629,51.027,52.75,54.661,57.884,62.018,63.3,66.18,67.9,69.88,71.03,70.7,71.92,73.07,73.64,75.29,77.45,79.27,80.63,81.59,81.71,82.54,83.56,85.18,88.06,89.65,92.13,94.53,97.79,99.68,100.23,99.98,101.08,101.59,102.93,104.1,104.3,107.6,117.06,118.61,120.46,2024
172,FIN,PCPIEPCH,Finland,"Inflation, end of period consumer prices",Percent change,Units,13.761,9.897,8.878,8.518,6.132,4.931,3.377,3.622,5.896,7.143,2.067,4.55,2.599,2.916,1.646,-0.465,1.726,1.599,0.78,2.241,2.869,2.35,1.716,1.191,0.147,1.016,1.236,1.939,3.381,1.806,2.766,2.605,3.449,1.933,0.552,-0.249,1.1,0.505,1.319,1.137,0.192,3.164,8.792,1.324,1.56,2024
132,FRA,PCPI,France,"Inflation, average consumer prices",Index,Units,35.583,40.327,45.158,49.43,53.223,56.326,57.756,59.655,61.267,65.292,65.503,67.732,69.395,70.946,72.127,73.403,74.928,75.88,76.391,76.832,78.226,79.622,81.164,82.927,84.863,86.466,88.102,89.516,92.346,92.44,94.047,96.198,98.33,99.303,99.909,99.998,100.305,101.474,103.604,104.949,105.503,107.683,114.04,120.498,123.29,2024
132,FRA,PCPIPCH,France,"Inflation, average consumer prices",Percent change,Units,13.057,13.333,11.978,9.46,7.674,5.831,2.539,3.289,2.701,6.569,0.323,3.403,2.456,2.235,1.664,1.769,2.079,1.27,0.673,0.577,1.815,1.784,1.937,2.172,2.335,1.888,1.892,1.605,3.161,0.102,1.738,2.287,2.217,0.989,0.611,0.089,0.307,1.166,2.099,1.298,0.527,2.066,5.904,5.663,2.317,2024
132,FRA,PCPIE,France,"Inflation, end of period consumer prices",Index,Units,37.56,42.777,46.923,51.283,54.714,57.287,58.502,60.324,62.183,64.398,66.467,68.603,69.91,71.473,72.55,74.02,75.297,76.2,76.44,77.227,78.833,80.033,81.683,83.637,85.533,87.12,88.44,90.693,92.54,92.923,94.667,97.157,98.827,99.587,99.92,100.1,100.767,102.007,104.257,105.59,105.717,109.29,116.95,121.873,123.947,2024
132,FRA,PCPIEPCH,France,"Inflation, end of period consumer prices",Percent change,Units,13.728,13.892,9.691,9.292,6.69,4.703,2.121,3.115,3.081,3.563,3.212,3.215,1.905,2.236,1.506,2.026,1.725,1.2,0.315,1.029,2.08,1.522,2.062,2.391,2.268,1.855,1.515,2.548,2.036,0.414,1.876,2.63,1.719,0.769,0.335,0.18,0.666,1.231,2.206,1.279,0.12,3.38,7.009,4.21,1.701,2024
646,GAB,PCPI,Gabon,"Inflation, average consumer prices",Index,Units,39.486,42.882,50.043,55.247,58.507,62.778,66.796,66.128,59.647,63.765,73.565,66.333,60.003,60.323,82.11,90.03,90.651,94.253,95.619,93.768,94.24,96.253,96.411,98.441,98.843,100,98.594,103.552,109.002,111.057,112.664,114.086,117.147,117.71,123.021,122.845,125.408,128.734,134.884,137.611,139.954,141.462,147.475,152.834,154.613,2024
646,GAB,PCPIPCH,Gabon,"Inflation, average consumer prices",Percent change,Units,12.321,8.6,16.7,10.4,5.9,7.3,6.4,-1,-9.8,6.903,15.369,-9.83,-9.543,0.534,36.116,9.647,0.69,3.973,1.449,-1.935,0.504,2.136,0.164,2.105,0.408,1.171,-1.406,5.029,5.263,1.885,1.447,1.262,2.683,0.48,4.512,-0.143,2.086,2.652,4.777,2.022,1.703,1.077,4.25,3.634,1.164,2024
646,GAB,PCPIE,Gabon,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,64.405,74.303,61.884,59.079,59.858,87.961,90.996,91.744,93.685,94.198,93.304,94.979,95.866,96.27,99.66,99.176,100.281,99.606,105.488,111.37,112.334,113.106,115.709,118.216,122.073,124.194,122.765,127.762,129.112,137.185,138.586,140.738,143.095,150.798,154.198,155.568,2024
646,GAB,PCPIEPCH,Gabon,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.369,-16.715,-4.532,1.317,46.95,3.451,0.822,2.115,0.548,-0.949,1.795,0.935,0.421,3.521,-0.486,1.115,-0.673,5.905,5.576,0.866,0.687,2.302,2.167,3.263,1.738,-1.151,4.071,1.057,6.253,1.021,1.553,1.675,5.383,2.254,0.889,2024
648,GMB,PCPI,The Gambia,"Inflation, average consumer prices",Index,Units,20.415,22.031,23.846,26.384,32.217,38.119,59.677,73.827,82.354,89.152,100,108.642,118.946,126.637,128.803,137.795,139.31,143.184,144.78,150.291,151.57,158.379,172.015,201.312,230.074,241.484,246.448,259.682,271.24,283.593,297.913,312.201,326.703,343.827,365.358,390.233,418.425,452.106,481.587,515.856,546.453,586.728,654.28,765.286,853.78,2024
648,GMB,PCPIPCH,The Gambia,"Inflation, average consumer prices",Percent change,Units,5.019,7.92,8.235,10.645,22.106,18.32,56.556,23.712,11.549,8.255,12.168,8.642,9.484,6.466,1.71,6.981,1.099,2.781,1.114,3.807,0.851,4.492,8.61,17.032,14.287,4.959,2.056,5.37,4.451,4.554,5.049,4.796,4.645,5.241,6.262,6.808,7.225,8.049,6.521,7.116,5.931,7.37,11.513,16.966,11.564,2024
648,GMB,PCPIE,The Gambia,"Inflation, end of period consumer prices",Index,Units,20.685,21.538,24.28,28.016,34.93,43.822,66.741,76.964,86.521,93.783,103.619,115.59,120.498,126.677,133.065,138.44,141.559,141.996,148.782,151.385,151.693,163.932,185.252,217.789,235.407,246.814,247.859,262.78,280.741,288.371,305.063,318.432,334.059,352.684,377.193,402.34,434.025,464.169,493.925,531.835,561.965,604.714,687.795,806.784,888.888,2024
648,GMB,PCPIEPCH,The Gambia,"Inflation, end of period consumer prices",Percent change,Units,n/a,4.126,12.731,15.385,24.681,25.455,52.301,15.317,12.418,8.394,10.487,11.553,4.246,5.128,5.043,4.039,2.253,0.309,4.779,1.749,0.203,8.069,13.005,17.564,8.09,4.846,0.423,6.02,6.835,2.718,5.789,4.382,4.908,5.575,6.95,6.667,7.875,6.945,6.411,7.675,5.665,7.607,13.739,17.3,10.177,2024
915,GEO,PCPI,Georgia,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38.4,41.15,42.617,50.775,52.818,55.294,58.379,61.173,64.633,69.964,76.373,83.433,91.776,93.362,100,108.543,107.519,106.968,110.251,114.665,117.113,124.181,127.428,133.612,140.564,154.011,172.336,176.623,178.583,2024
915,GEO,PCPIPCH,Georgia,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.161,3.564,19.144,4.024,4.688,5.579,4.785,5.656,8.247,9.161,9.245,9.999,1.728,7.11,8.543,-0.944,-0.512,3.069,4.004,2.135,6.035,2.615,4.853,5.202,9.567,11.898,2.488,1.11,2024
915,GEO,PCPIE,Georgia,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.7,42.5,47.1,52.3,54.64,56.499,59.563,63.705,68.472,72.702,79.084,87.764,92.632,95.399,106.121,108.288,106.8,109.334,111.468,116.907,119.048,127.044,128.969,137.992,141.311,161.009,176.864,177.637,180.95,2024
915,GEO,PCPIEPCH,Georgia,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.053,10.824,11.04,4.474,3.403,5.423,6.953,7.483,6.179,8.778,10.975,5.548,2.986,11.24,2.041,-1.373,2.372,1.952,4.879,1.832,6.716,1.515,6.997,2.405,13.939,9.847,0.437,1.865,2024
134,DEU,PCPI,Germany,"Inflation, average consumer prices",Index,Units,48.74,51.822,54.546,56.338,57.687,58.89,58.816,58.959,59.709,61.368,63.017,65.206,68.496,71.562,73.507,74.78,75.733,76.875,77.333,77.833,78.933,80.433,81.5,82.375,83.842,85.458,86.975,88.95,91.4,91.625,92.65,94.95,97,98.558,99.317,99.992,100.358,102.067,104.042,105.45,105.842,109.242,118.708,125.867,129,2024
134,DEU,PCPIPCH,Germany,"Inflation, average consumer prices",Percent change,Units,5.447,6.324,5.256,3.284,2.396,2.084,-0.125,0.242,1.274,2.778,2.687,3.474,5.046,4.476,2.717,1.733,1.274,1.507,0.596,0.647,1.413,1.9,1.326,1.074,1.78,1.928,1.775,2.271,2.754,0.246,1.119,2.482,2.159,1.607,0.769,0.68,0.367,1.702,1.935,1.354,0.371,3.212,8.666,6.03,2.489,2024
134,DEU,PCPIE,Germany,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,66.98,69.19,72.096,73.899,75.007,76.1,77.2,77.3,78.4,80,81.1,81.9,82.8,84.6,86.4,87.6,90.3,91.2,92,93.7,95.9,97.9,99.2,99.4,99.6,101.3,102.9,104.8,106.233,105.6,111.367,123.4,127.067,130.267,2024
134,DEU,PCPIEPCH,Germany,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.3,4.2,2.5,1.5,1.457,1.445,0.13,1.423,2.041,1.375,0.986,1.099,2.174,2.128,1.389,3.082,0.997,0.877,1.848,2.348,2.086,1.328,0.202,0.201,1.707,1.579,1.846,1.368,-0.596,5.461,10.805,2.971,2.518,2024
652,GHA,PCPI,Ghana,"Inflation, average consumer prices",Index,Units,0.057,0.123,0.151,0.335,0.469,0.518,0.645,0.901,1.184,1.483,2.035,2.403,2.644,3.304,4.126,6.573,9.497,11.855,14.132,15.895,19.886,26.435,30.36,38.443,43.312,49.85,55.674,61.647,71.822,81.259,86.702,93.357,99.959,111.621,128.907,151.019,177.378,199.323,218.931,234.711,257.99,283.726,374.295,521.056,640.246,2024
652,GHA,PCPIPCH,Ghana,"Inflation, average consumer prices",Percent change,Units,50.005,116.504,22.485,122.245,40.03,10.301,24.539,39.758,31.369,25.237,37.241,18.097,10.049,24.942,24.874,59.317,44.487,24.825,19.208,12.471,25.113,32.932,14.846,26.626,12.666,15.095,11.683,10.729,16.505,13.139,6.698,7.676,7.072,11.666,15.486,17.153,17.455,12.372,9.837,7.208,9.918,9.976,31.921,39.21,22.875,2024
652,GHA,PCPIE,Ghana,"Inflation, end of period consumer prices",Index,Units,0.076,0.153,0.178,0.432,0.458,0.547,0.73,0.979,1.239,1.616,2.197,2.422,2.745,3.504,4.702,8.032,10.13,12.373,14.322,16.297,22.904,27.78,31.994,39.533,44.189,50.745,56.288,63.464,74.973,82.064,87.701,95.042,102.764,116.632,136.445,160.584,185.253,207.152,226.676,244.575,270.189,304.289,469.038,577.805,715.529,2024
652,GHA,PCPIEPCH,Ghana,"Inflation, end of period consumer prices",Percent change,Units,n/a,100.222,16.787,142.418,5.988,19.499,33.335,34.164,26.571,30.458,35.902,10.261,13.33,27.656,34.179,70.817,26.123,22.141,15.752,13.791,40.54,21.288,15.171,23.563,11.777,14.838,10.923,12.748,18.133,9.459,6.868,8.372,8.124,13.495,16.987,17.692,15.362,11.821,9.425,7.896,10.473,12.621,54.143,23.189,23.836,2024
174,GRC,PCPI,Greece,"Inflation, average consumer prices",Index,Units,6.189,7.702,9.33,11.212,13.282,15.847,19.494,22.691,25.758,29.288,35.272,42.135,48.825,55.861,61.935,67.378,72.682,76.637,80.099,81.814,84.184,87.249,90.671,93.799,96.631,100,103.314,106.402,110.903,112.397,117.684,121.354,122.609,121.562,119.868,118.557,118.573,119.922,120.851,121.476,119.943,120.632,131.85,137.328,141.444,2024
174,GRC,PCPIPCH,Greece,"Inflation, average consumer prices",Percent change,Units,24.873,24.463,21.125,20.179,18.456,19.315,23.017,16.397,13.518,13.702,20.434,19.456,15.877,14.411,10.873,8.788,7.873,5.441,4.517,2.141,2.897,3.642,3.921,3.45,3.02,3.486,3.314,2.989,4.23,1.347,4.704,3.118,1.035,-0.854,-1.394,-1.094,0.013,1.138,0.774,0.517,-1.262,0.574,9.3,4.155,2.997,2024
174,GRC,PCPIE,Greece,"Inflation, end of period consumer prices",Index,Units,6.794,8.323,9.909,11.906,14.055,17.543,20.526,23.761,27.08,31.101,38.218,45.104,51.6,57.799,63.964,68.962,73.755,77.106,79.956,81.805,84.807,87.797,90.868,93.683,96.615,100,103.199,107.178,109.528,112.32,118.113,120.684,121.068,118.869,115.856,116.31,116.647,117.776,118.52,119.765,116.903,121.999,131.235,136.075,140.088,2024
174,GRC,PCPIEPCH,Greece,"Inflation, end of period consumer prices",Percent change,Units,26.189,22.509,19.048,20.153,18.05,24.823,17.001,15.761,13.969,14.848,22.883,18.019,14.402,12.013,10.666,7.815,6.95,4.543,3.696,2.313,3.669,3.525,3.498,3.098,3.129,3.504,3.199,3.855,2.193,2.549,5.158,2.177,0.318,-1.816,-2.535,0.392,0.29,0.967,0.632,1.05,-2.39,4.359,7.571,3.688,2.949,2024
328,GRD,PCPI,Grenada,"Inflation, average consumer prices",Index,Units,36.13,42.918,46.271,49.092,51.87,53.168,53.464,52.997,55.117,58.2,59.786,61.367,63.685,65.474,69.687,71.797,73.256,74.168,75.21,75.642,77.262,78.553,79.392,81.103,82.978,85.863,89.513,92.968,100.436,100.126,103.567,106.708,109.281,109.233,108.158,107.601,109.37,110.368,111.258,111.923,111.093,112.45,115.33,118.461,120.127,2023
328,GRD,PCPIPCH,Grenada,"Inflation, average consumer prices",Percent change,Units,21.821,18.787,7.813,6.095,5.66,2.501,0.557,-0.872,4,5.593,2.724,2.645,3.778,2.809,6.435,3.027,2.032,1.245,1.405,0.574,2.142,1.671,1.067,2.155,2.313,3.476,4.252,3.859,8.033,-0.309,3.437,3.033,2.411,-0.044,-0.983,-0.515,1.644,0.912,0.806,0.598,-0.742,1.221,2.561,2.715,1.407,2023
328,GRD,PCPIE,Grenada,"Inflation, end of period consumer prices",Index,Units,37.41,41.356,46.269,49.709,53.176,55.168,56.196,55.728,56.036,59.906,62.169,64.551,65.177,68.355,70.864,72.185,73.741,74.952,75.824,76.645,79.288,78.73,80.53,81.85,83.89,89.09,90.56,97.26,102.29,99.89,104.1,107.76,109.71,108.35,107.67,108.87,109.87,110.46,112.01,112.09,111.19,113.32,116.61,119.17,120.538,2023
328,GRD,PCPIEPCH,Grenada,"Inflation, end of period consumer prices",Percent change,Units,21.847,10.547,11.882,7.434,6.975,3.745,1.864,-0.833,0.553,6.906,3.778,3.831,0.969,4.877,3.67,1.864,2.155,1.642,1.164,1.083,3.448,-0.704,2.286,1.639,2.492,6.199,1.65,7.398,5.172,-2.346,4.215,3.516,1.81,-1.24,-0.628,1.115,0.919,0.537,1.403,0.071,-0.803,1.916,2.903,2.195,1.148,2023
258,GTM,PCPI,Guatemala,"Inflation, average consumer prices",Index,Units,2.502,2.787,2.924,3.12,3.22,3.838,5.096,5.649,6.23,7.039,9.713,13.123,14.467,16.4,18.452,20.004,22.217,24.268,25.872,27.22,28.847,30.951,33.468,35.343,38.02,41.484,44.206,47.222,52.582,53.561,55.677,59.127,61.374,64.038,66.23,67.811,70.829,73.962,76.737,79.576,82.133,85.634,91.528,97.211,100,2024
258,GTM,PCPIPCH,Guatemala,"Inflation, average consumer prices",Percent change,Units,10.667,11.4,4.898,6.719,3.208,19.176,32.78,10.848,10.295,12.988,37.977,35.105,10.245,13.362,12.51,8.414,11.06,9.231,6.61,5.212,5.976,7.294,8.134,5.602,7.573,9.111,6.561,6.822,11.351,1.862,3.95,6.197,3.8,4.341,3.423,2.388,4.45,4.423,3.752,3.701,3.212,4.263,6.882,6.209,2.869,2024
